year_beg,pom,no_hedge_current,no_hedge_highest,with_hedge_current,rebalanced_current,year_end
1998,0.12,0.043,0.051,0.041,0.036,2006
1998,0.14,0.043,0.051,0.045,0.036,2006
1998,0.16,0.043,0.051,0.041,0.036,2006
1998,0.18,0.043,0.051,0.045,0.036,2006
1999,0.1,0.018,0.028,0.016,0.025,2006
1999,0.12,0.018,0.028,0.02,0.025,2006
1999,0.14,0.018,0.028,0.014,0.025,2006
1999,0.16,0.018,0.028,0.02,0.025,2006
1999,0.18,0.018,0.028,0.021,0.025,2006
2000,0.1,-0.004,0.007,0.002,0.014,2006
2000,0.12,-0.004,0.007,-0.0,0.014,2006
2000,0.14,-0.004,0.007,0.008,0.014,2006
2000,0.16,-0.004,0.007,0.002,0.014,2006
2000,0.18,-0.004,0.007,0.004,0.014,2006
2001,0.1,0.017,0.017,0.007,0.019,2006
2001,0.12,0.017,0.017,0.012,0.019,2006
2001,0.14,0.017,0.017,0.012,0.019,2006
2001,0.16,0.017,0.017,0.007,0.019,2006
2001,0.18,0.017,0.017,0.008,0.019,2006
2002,0.1,0.042,0.043,0.027,0.041,2006
2002,0.12,0.042,0.043,0.035,0.041,2006
2002,0.14,0.042,0.043,0.031,0.041,2006
2002,0.16,0.042,0.043,0.032,0.041,2006
2002,0.18,0.042,0.043,0.034,0.041,2006
2003,0.1,0.118,0.119,0.081,0.082,2006
2003,0.12,0.118,0.119,0.082,0.082,2006
2003,0.14,0.118,0.119,0.092,0.082,2006
2003,0.16,0.118,0.119,0.096,0.082,2006
2003,0.18,0.118,0.119,0.103,0.082,2006
2004,0.1,0.086,0.087,0.061,0.059,2006
2004,0.12,0.086,0.087,0.061,0.059,2006
2004,0.14,0.086,0.087,0.066,0.059,2006
2004,0.16,0.086,0.087,0.074,0.059,2006
2004,0.18,0.086,0.087,0.076,0.059,2006
2005,0.1,0.087,0.088,0.06,0.068,2006
2005,0.12,0.087,0.088,0.065,0.068,2006
2005,0.14,0.087,0.088,0.068,0.068,2006
2005,0.16,0.087,0.088,0.072,0.068,2006
2005,0.18,0.087,0.088,0.075,0.068,2006
1990,0.1,0.082,0.086,0.072,0.067,2007
1990,0.12,0.082,0.086,0.071,0.067,2007
1990,0.14,0.082,0.086,0.08,0.067,2007
1990,0.16,0.082,0.086,0.078,0.067,2007
1990,0.18,0.082,0.086,0.076,0.067,2007
1991,0.1,0.092,0.096,0.078,0.073,2007
1991,0.12,0.092,0.096,0.079,0.073,2007
1991,0.14,0.092,0.096,0.089,0.073,2007
1991,0.16,0.092,0.096,0.088,0.073,2007
1991,0.18,0.092,0.096,0.092,0.073,2007
1992,0.1,0.082,0.086,0.065,0.066,2007
1992,0.12,0.082,0.086,0.072,0.066,2007
1992,0.14,0.082,0.086,0.079,0.066,2007
1992,0.16,0.082,0.086,0.086,0.066,2007
1992,0.18,0.082,0.086,0.081,0.066,2007
1993,0.1,0.084,0.089,0.07,0.068,2007
1993,0.12,0.084,0.089,0.08,0.068,2007
1993,0.14,0.084,0.089,0.082,0.068,2007
1993,0.16,0.084,0.089,0.081,0.068,2007
1993,0.18,0.084,0.089,0.077,0.068,2007
1994,0.1,0.086,0.09,0.067,0.069,2007
1994,0.12,0.086,0.09,0.075,0.069,2007
1994,0.14,0.086,0.09,0.081,0.069,2007
1994,0.16,0.086,0.09,0.082,0.069,2007
1994,0.18,0.086,0.09,0.087,0.069,2007
1995,0.1,0.094,0.098,0.075,0.074,2007
1995,0.12,0.094,0.098,0.08,0.074,2007
1995,0.14,0.094,0.098,0.09,0.074,2007
1995,0.16,0.094,0.098,0.091,0.074,2007
1995,0.18,0.094,0.098,0.093,0.074,2007
1996,0.1,0.074,0.079,0.056,0.062,2007
1996,0.12,0.074,0.079,0.068,0.062,2007
1996,0.14,0.074,0.079,0.073,0.062,2007
1996,0.16,0.074,0.079,0.073,0.062,2007
1996,0.18,0.074,0.079,0.073,0.062,2007
1997,0.1,0.065,0.07,0.046,0.054,2007
1997,0.12,0.065,0.07,0.053,0.054,2007
1997,0.14,0.065,0.07,0.062,0.054,2007
1997,0.16,0.065,0.07,0.068,0.054,2007
1997,0.18,0.065,0.07,0.066,0.054,2007
1998,0.1,0.042,0.048,0.028,0.036,2007
1998,0.12,0.042,0.048,0.039,0.036,2007
1998,0.14,0.042,0.048,0.042,0.036,2007
1998,0.16,0.042,0.048,0.039,0.036,2007
1998,0.18,0.042,0.048,0.042,0.036,2007
1999,0.1,0.02,0.027,0.016,0.026,2007
1999,0.12,0.02,0.027,0.021,0.026,2007
1999,0.14,0.02,0.027,0.015,0.026,2007
1999,0.16,0.02,0.027,0.017,0.026,2007
1999,0.18,0.02,0.027,0.023,0.026,2007
2000,0.1,0.001,0.008,0.003,0.017,2007
2000,0.12,0.001,0.008,0.002,0.017,2007
2000,0.14,0.001,0.008,0.009,0.017,2007
2000,0.16,0.001,0.008,0.006,0.017,2007
2000,0.18,0.001,0.008,0.007,0.017,2007
2001,0.1,0.019,0.028,0.008,0.022,2007
2001,0.12,0.019,0.028,0.012,0.022,2007
2001,0.14,0.019,0.028,0.016,0.022,2007
2001,0.16,0.019,0.028,0.01,0.022,2007
2001,0.18,0.019,0.028,0.01,0.022,2007
2002,0.1,0.041,0.051,0.025,0.04,2007
2002,0.12,0.041,0.051,0.031,0.04,2007
2002,0.14,0.041,0.051,0.029,0.04,2007
2002,0.16,0.041,0.051,0.029,0.04,2007
2002,0.18,0.041,0.051,0.03,0.04,2007
2003,0.1,0.101,0.113,0.07,0.072,2007
2003,0.12,0.101,0.113,0.073,0.072,2007
2003,0.14,0.101,0.113,0.078,0.072,2007
2003,0.16,0.101,0.113,0.084,0.072,2007
2003,0.18,0.101,0.113,0.087,0.072,2007
2004,0.1,0.073,0.088,0.051,0.053,2007
2004,0.12,0.073,0.088,0.05,0.053,2007
2004,0.14,0.073,0.088,0.059,0.053,2007
2004,0.16,0.073,0.088,0.062,0.053,2007
2004,0.18,0.073,0.088,0.062,0.053,2007
2005,0.1,0.069,0.09,0.048,0.057,2007
2005,0.12,0.069,0.09,0.049,0.057,2007
2005,0.14,0.069,0.09,0.051,0.057,2007
2005,0.16,0.069,0.09,0.06,0.057,2007
2005,0.18,0.069,0.09,0.061,0.057,2007
2006,0.1,0.076,0.107,0.049,0.058,2007
2006,0.12,0.076,0.107,0.052,0.058,2007
2006,0.14,0.076,0.107,0.064,0.058,2007
2006,0.16,0.076,0.107,0.065,0.058,2007
2006,0.18,0.076,0.107,0.068,0.058,2007
1990,0.1,0.05,0.081,0.047,0.046,2008
1990,0.12,0.05,0.081,0.049,0.046,2008
1990,0.14,0.05,0.081,0.056,0.046,2008
1990,0.16,0.05,0.081,0.057,0.046,2008
1990,0.18,0.05,0.081,0.044,0.046,2008
1991,0.1,0.058,0.091,0.063,0.053,2008
1991,0.12,0.058,0.091,0.055,0.053,2008
1991,0.14,0.058,0.091,0.065,0.053,2008
1991,0.16,0.058,0.091,0.062,0.053,2008
1991,0.18,0.058,0.091,0.062,0.053,2008
1992,0.1,0.046,0.08,0.04,0.043,2008
1992,0.12,0.046,0.08,0.05,0.043,2008
1992,0.14,0.046,0.08,0.053,0.043,2008
1992,0.16,0.046,0.08,0.061,0.043,2008
1992,0.18,0.046,0.08,0.059,0.043,2008
1993,0.1,0.047,0.083,0.055,0.044,2008
1993,0.12,0.047,0.083,0.052,0.044,2008
1993,0.14,0.047,0.083,0.059,0.044,2008
1993,0.16,0.047,0.083,0.064,0.044,2008
1993,0.18,0.047,0.083,0.04,0.044,2008
1994,0.1,0.045,0.084,0.039,0.045,2008
1994,0.12,0.045,0.084,0.049,0.045,2008
1994,0.14,0.045,0.084,0.049,0.045,2008
1994,0.16,0.045,0.084,0.053,0.045,2008
1994,0.18,0.045,0.084,0.054,0.045,2008
1995,0.1,0.05,0.091,0.043,0.046,2008
1995,0.12,0.05,0.091,0.05,0.046,2008
1995,0.14,0.05,0.091,0.055,0.046,2008
1995,0.16,0.05,0.091,0.059,0.046,2008
1995,0.18,0.05,0.091,0.056,0.046,2008
1996,0.1,0.029,0.073,0.025,0.036,2008
1996,0.12,0.029,0.073,0.036,0.036,2008
1996,0.14,0.029,0.073,0.04,0.036,2008
1996,0.16,0.029,0.073,0.041,0.036,2008
1996,0.18,0.029,0.073,0.055,0.036,2008
1997,0.1,0.017,0.064,0.013,0.024,2008
1997,0.12,0.017,0.064,0.025,0.024,2008
1997,0.14,0.017,0.064,0.034,0.024,2008
1997,0.16,0.017,0.064,0.035,0.024,2008
1997,0.18,0.017,0.064,0.024,0.024,2008
1998,0.1,-0.007,0.043,-0.004,0.008,2008
1998,0.12,-0.007,0.043,0.006,0.008,2008
1998,0.14,-0.007,0.043,0.017,0.008,2008
1998,0.16,-0.007,0.043,0.006,0.008,2008
1998,0.18,-0.007,0.043,0.013,0.008,2008
1999,0.1,-0.03,0.024,-0.003,-0.007,2008
1999,0.12,-0.03,0.024,-0.011,-0.007,2008
1999,0.14,-0.03,0.024,-0.013,-0.007,2008
1999,0.16,-0.03,0.024,-0.002,-0.007,2008
1999,0.18,-0.03,0.024,-0.019,-0.007,2008
2000,0.1,-0.052,0.007,-0.026,-0.015,2008
2000,0.12,-0.052,0.007,-0.025,-0.015,2008
2000,0.14,-0.052,0.007,-0.008,-0.015,2008
2000,0.16,-0.052,0.007,-0.032,-0.015,2008
2000,0.18,-0.052,0.007,-0.035,-0.015,2008
2001,0.1,-0.043,0.024,-0.03,-0.013,2008
2001,0.12,-0.043,0.024,-0.023,-0.013,2008
2001,0.14,-0.043,0.024,-0.032,-0.013,2008
2001,0.16,-0.043,0.024,-0.036,-0.013,2008
2001,0.18,-0.043,0.024,-0.027,-0.013,2008
2002,0.1,-0.034,0.043,-0.022,-0.005,2008
2002,0.12,-0.034,0.043,0.006,-0.005,2008
2002,0.14,-0.034,0.043,-0.024,-0.005,2008
2002,0.16,-0.034,0.043,-0.019,-0.005,2008
2002,0.18,-0.034,0.043,-0.011,-0.005,2008
2003,0.1,-0.001,0.094,-0.003,0.008,2008
2003,0.12,-0.001,0.094,-0.003,0.008,2008
2003,0.14,-0.001,0.094,0.013,0.008,2008
2003,0.16,-0.001,0.094,0.002,0.008,2008
2003,0.18,-0.001,0.094,0.019,0.008,2008
2004,0.1,-0.04,0.07,-0.026,-0.012,2008
2004,0.12,-0.04,0.07,-0.018,-0.012,2008
2004,0.14,-0.04,0.07,-0.029,-0.012,2008
2004,0.16,-0.04,0.07,-0.021,-0.012,2008
2004,0.18,-0.04,0.07,-0.011,-0.012,2008
2005,0.1,-0.069,0.066,-0.045,-0.025,2008
2005,0.12,-0.069,0.066,-0.041,-0.025,2008
2005,0.14,-0.069,0.066,-0.028,-0.025,2008
2005,0.16,-0.069,0.066,-0.043,-0.025,2008
2005,0.18,-0.069,0.066,-0.057,-0.025,2008
2006,0.1,-0.107,0.07,-0.061,-0.05,2008
2006,0.12,-0.107,0.07,-0.021,-0.05,2008
2006,0.14,-0.107,0.07,-0.075,-0.05,2008
2006,0.16,-0.107,0.07,-0.065,-0.05,2008
2006,0.18,-0.107,0.07,-0.051,-0.05,2008
2007,0.1,-0.202,0.048,-0.093,-0.106,2008
2007,0.12,-0.202,0.048,-0.082,-0.106,2008
2007,0.14,-0.202,0.048,-0.172,-0.106,2008
2007,0.16,-0.202,0.048,-0.142,-0.106,2008
2007,0.18,-0.202,0.048,-0.174,-0.106,2008
1990,0.1,0.058,0.077,0.053,0.053,2009
1990,0.12,0.058,0.077,0.058,0.053,2009
1990,0.14,0.058,0.077,0.064,0.053,2009
1990,0.16,0.058,0.077,0.063,0.053,2009
1990,0.18,0.058,0.077,0.052,0.053,2009
1991,0.1,0.067,0.086,0.063,0.058,2009
1991,0.12,0.067,0.086,0.064,0.058,2009
1991,0.14,0.067,0.086,0.072,0.058,2009
1991,0.16,0.067,0.086,0.07,0.058,2009
1991,0.18,0.067,0.086,0.068,0.058,2009
1992,0.1,0.056,0.076,0.047,0.051,2009
1992,0.12,0.056,0.076,0.058,0.051,2009
1992,0.14,0.056,0.076,0.062,0.051,2009
1992,0.16,0.056,0.076,0.068,0.051,2009
1992,0.18,0.056,0.076,0.067,0.051,2009
1993,0.1,0.057,0.078,0.056,0.052,2009
1993,0.12,0.057,0.078,0.059,0.052,2009
1993,0.14,0.057,0.078,0.065,0.052,2009
1993,0.16,0.057,0.078,0.072,0.052,2009
1993,0.18,0.057,0.078,0.05,0.052,2009
1994,0.1,0.056,0.078,0.047,0.051,2009
1994,0.12,0.056,0.078,0.059,0.051,2009
1994,0.14,0.056,0.078,0.06,0.051,2009
1994,0.16,0.056,0.078,0.061,0.051,2009
1994,0.18,0.056,0.078,0.059,0.051,2009
1995,0.1,0.061,0.085,0.052,0.055,2009
1995,0.12,0.061,0.085,0.062,0.055,2009
1995,0.14,0.061,0.085,0.067,0.055,2009
1995,0.16,0.061,0.085,0.068,0.055,2009
1995,0.18,0.061,0.085,0.063,0.055,2009
1996,0.1,0.043,0.068,0.035,0.043,2009
1996,0.12,0.043,0.068,0.046,0.043,2009
1996,0.14,0.043,0.068,0.052,0.043,2009
1996,0.16,0.043,0.068,0.051,0.043,2009
1996,0.18,0.043,0.068,0.061,0.043,2009
1997,0.1,0.032,0.059,0.025,0.035,2009
1997,0.12,0.032,0.059,0.038,0.035,2009
1997,0.14,0.032,0.059,0.044,0.035,2009
1997,0.16,0.032,0.059,0.046,0.035,2009
1997,0.18,0.032,0.059,0.036,0.035,2009
1998,0.1,0.011,0.04,0.009,0.018,2009
1998,0.12,0.011,0.04,0.019,0.018,2009
1998,0.14,0.011,0.04,0.027,0.018,2009
1998,0.16,0.011,0.04,0.02,0.018,2009
1998,0.18,0.011,0.04,0.027,0.018,2009
1999,0.1,-0.009,0.022,0.002,0.009,2009
1999,0.12,-0.009,0.022,0.004,0.009,2009
1999,0.14,-0.009,0.022,0.003,0.009,2009
1999,0.16,-0.009,0.022,0.015,0.009,2009
1999,0.18,-0.009,0.022,-0.004,0.009,2009
2000,0.1,-0.026,0.007,-0.011,0.001,2009
2000,0.12,-0.026,0.007,-0.007,0.001,2009
2000,0.14,-0.026,0.007,0.007,0.001,2009
2000,0.16,-0.026,0.007,-0.01,0.001,2009
2000,0.18,-0.026,0.007,-0.017,0.001,2009
2001,0.1,-0.015,0.022,-0.011,0.002,2009
2001,0.12,-0.015,0.022,-0.001,0.002,2009
2001,0.14,-0.015,0.022,-0.004,0.002,2009
2001,0.16,-0.015,0.022,-0.01,0.002,2009
2001,0.18,-0.015,0.022,-0.001,0.002,2009
2002,0.1,-0.004,0.038,-0.001,0.012,2009
2002,0.12,-0.004,0.038,0.023,0.012,2009
2002,0.14,-0.004,0.038,0.004,0.012,2009
2002,0.16,-0.004,0.038,0.005,0.012,2009
2002,0.18,-0.004,0.038,0.01,0.012,2009
2003,0.1,0.03,0.08,0.017,0.032,2009
2003,0.12,0.03,0.08,0.025,0.032,2009
2003,0.14,0.03,0.08,0.038,0.032,2009
2003,0.16,0.03,0.08,0.035,0.032,2009
2003,0.18,0.03,0.08,0.049,0.032,2009
2004,0.1,0.001,0.058,0.0,0.013,2009
2004,0.12,0.001,0.058,0.017,0.013,2009
2004,0.14,0.001,0.058,0.014,0.013,2009
2004,0.16,0.001,0.058,0.014,0.013,2009
2004,0.18,0.001,0.058,0.023,0.013,2009
2005,0.1,-0.015,0.053,-0.011,0.006,2009
2005,0.12,-0.015,0.053,-0.0,0.006,2009
2005,0.14,-0.015,0.053,0.009,0.006,2009
2005,0.16,-0.015,0.053,0.003,0.006,2009
2005,0.18,-0.015,0.053,-0.015,0.006,2009
2006,0.1,-0.032,0.052,-0.013,-0.006,2009
2006,0.12,-0.032,0.052,0.023,-0.006,2009
2006,0.14,-0.032,0.052,-0.005,-0.006,2009
2006,0.16,-0.032,0.052,-0.006,-0.006,2009
2006,0.18,-0.032,0.052,0.013,-0.006,2009
2007,0.1,-0.077,0.031,-0.048,-0.03,2009
2007,0.12,-0.077,0.031,-0.005,-0.03,2009
2007,0.14,-0.077,0.031,-0.058,-0.03,2009
2007,0.16,-0.077,0.031,-0.04,-0.03,2009
2007,0.18,-0.077,0.031,-0.073,-0.03,2009
2008,0.1,-0.122,0.0,-0.093,-0.057,2009
2008,0.12,-0.122,0.0,-0.062,-0.057,2009
2008,0.14,-0.122,0.0,-0.046,-0.057,2009
2008,0.16,-0.122,0.0,-0.047,-0.057,2009
2008,0.18,-0.122,0.0,-0.083,-0.057,2009
1990,0.1,0.062,0.073,0.055,0.054,2010
1990,0.12,0.062,0.073,0.06,0.054,2010
1990,0.14,0.062,0.073,0.065,0.054,2010
1990,0.16,0.062,0.073,0.065,0.054,2010
1990,0.18,0.062,0.073,0.057,0.054,2010
1991,0.1,0.07,0.081,0.066,0.059,2010
1991,0.12,0.07,0.081,0.066,0.059,2010
1991,0.14,0.07,0.081,0.072,0.059,2010
1991,0.16,0.07,0.081,0.072,0.059,2010
1991,0.18,0.07,0.081,0.07,0.059,2010
1992,0.1,0.06,0.072,0.051,0.052,2010
1992,0.12,0.06,0.072,0.06,0.052,2010
1992,0.14,0.06,0.072,0.064,0.052,2010
1992,0.16,0.06,0.072,0.069,0.052,2010
1992,0.18,0.06,0.072,0.068,0.052,2010
1993,0.1,0.061,0.073,0.059,0.053,2010
1993,0.12,0.061,0.073,0.061,0.053,2010
1993,0.14,0.061,0.073,0.067,0.053,2010
1993,0.16,0.061,0.073,0.072,0.053,2010
1993,0.18,0.061,0.073,0.055,0.053,2010
1994,0.1,0.06,0.073,0.051,0.053,2010
1994,0.12,0.06,0.073,0.061,0.053,2010
1994,0.14,0.06,0.073,0.062,0.053,2010
1994,0.16,0.06,0.073,0.063,0.053,2010
1994,0.18,0.06,0.073,0.063,0.053,2010
1995,0.1,0.065,0.079,0.056,0.056,2010
1995,0.12,0.065,0.079,0.064,0.056,2010
1995,0.14,0.065,0.079,0.069,0.056,2010
1995,0.16,0.065,0.079,0.069,0.056,2010
1995,0.18,0.065,0.079,0.066,0.056,2010
1996,0.1,0.048,0.063,0.04,0.045,2010
1996,0.12,0.048,0.063,0.048,0.045,2010
1996,0.14,0.048,0.063,0.054,0.045,2010
1996,0.16,0.048,0.063,0.053,0.045,2010
1996,0.18,0.048,0.063,0.062,0.045,2010
1997,0.1,0.039,0.055,0.031,0.038,2010
1997,0.12,0.039,0.055,0.041,0.038,2010
1997,0.14,0.039,0.055,0.047,0.038,2010
1997,0.16,0.039,0.055,0.049,0.038,2010
1997,0.18,0.039,0.055,0.042,0.038,2010
1998,0.1,0.02,0.037,0.016,0.023,2010
1998,0.12,0.02,0.037,0.024,0.023,2010
1998,0.14,0.02,0.037,0.033,0.023,2010
1998,0.16,0.02,0.037,0.025,0.023,2010
1998,0.18,0.02,0.037,0.031,0.023,2010
1999,0.1,0.002,0.02,0.009,0.014,2010
1999,0.12,0.002,0.02,0.01,0.014,2010
1999,0.14,0.002,0.02,0.011,0.014,2010
1999,0.16,0.002,0.02,0.02,0.014,2010
1999,0.18,0.002,0.02,0.006,0.014,2010
2000,0.1,-0.013,0.006,-0.003,0.008,2010
2000,0.12,-0.013,0.006,0.001,0.008,2010
2000,0.14,-0.013,0.006,0.012,0.008,2010
2000,0.16,-0.013,0.006,-0.001,0.008,2010
2000,0.18,-0.013,0.006,-0.006,0.008,2010
2001,0.1,-0.002,0.019,-0.001,0.01,2010
2001,0.12,-0.002,0.019,0.008,0.01,2010
2001,0.14,-0.002,0.019,0.005,0.01,2010
2001,0.16,-0.002,0.019,-0.0,0.01,2010
2001,0.18,-0.002,0.019,0.008,0.01,2010
2002,0.1,0.01,0.034,0.009,0.02,2010
2002,0.12,0.01,0.034,0.029,0.02,2010
2002,0.14,0.01,0.034,0.014,0.02,2010
2002,0.16,0.01,0.034,0.014,0.02,2010
2002,0.18,0.01,0.034,0.019,0.02,2010
2003,0.1,0.041,0.069,0.025,0.037,2010
2003,0.12,0.041,0.069,0.034,0.037,2010
2003,0.14,0.041,0.069,0.044,0.037,2010
2003,0.16,0.041,0.069,0.043,0.037,2010
2003,0.18,0.041,0.069,0.055,0.037,2010
2004,0.1,0.018,0.049,0.013,0.023,2010
2004,0.12,0.018,0.049,0.027,0.023,2010
2004,0.14,0.018,0.049,0.025,0.023,2010
2004,0.16,0.018,0.049,0.025,0.023,2010
2004,0.18,0.018,0.049,0.032,0.023,2010
2005,0.1,0.008,0.044,0.001,0.019,2010
2005,0.12,0.008,0.044,0.013,0.019,2010
2005,0.14,0.008,0.044,0.026,0.019,2010
2005,0.16,0.008,0.044,0.021,0.019,2010
2005,0.18,0.008,0.044,0.007,0.019,2010
2006,0.1,-0.002,0.041,0.006,0.012,2010
2006,0.12,-0.002,0.041,0.033,0.012,2010
2006,0.14,-0.002,0.041,0.014,0.012,2010
2006,0.16,-0.002,0.041,0.013,0.012,2010
2006,0.18,-0.002,0.041,0.028,0.012,2010
2007,0.1,-0.029,0.024,-0.015,-0.003,2010
2007,0.12,-0.029,0.024,0.014,-0.003,2010
2007,0.14,-0.029,0.024,-0.023,-0.003,2010
2007,0.16,-0.029,0.024,-0.004,-0.003,2010
2007,0.18,-0.029,0.024,-0.026,-0.003,2010
2008,0.1,-0.046,0.0,-0.032,-0.012,2010
2008,0.12,-0.046,0.0,-0.014,-0.012,2010
2008,0.14,-0.046,0.0,-0.003,-0.012,2010
2008,0.16,-0.046,0.0,-0.005,-0.012,2010
2008,0.18,-0.046,0.0,-0.02,-0.012,2010
2009,0.1,0.162,0.163,0.015,0.103,2010
2009,0.12,0.162,0.163,0.077,0.103,2010
2009,0.14,0.162,0.163,0.085,0.103,2010
2009,0.16,0.162,0.163,0.085,0.103,2010
2009,0.18,0.162,0.163,0.093,0.103,2010
1990,0.1,0.059,0.069,0.051,0.051,2011
1990,0.12,0.059,0.069,0.056,0.051,2011
1990,0.14,0.059,0.069,0.062,0.051,2011
1990,0.16,0.059,0.069,0.061,0.051,2011
1990,0.18,0.059,0.069,0.053,0.051,2011
1991,0.1,0.066,0.077,0.061,0.056,2011
1991,0.12,0.066,0.077,0.061,0.056,2011
