year_beg,pom,no_hedge_current,no_hedge_highest,with_hedge_current,rebalanced_current,year_end
2009,0.16,0.141,0.144,0.117,0.09,2014
2009,0.18,0.141,0.144,0.12,0.09,2014
2010,0.1,0.127,0.131,0.095,0.08,2014
2010,0.12,0.127,0.131,0.102,0.08,2014
2010,0.14,0.127,0.131,0.11,0.08,2014
2010,0.16,0.127,0.131,0.111,0.08,2014
2010,0.18,0.127,0.131,0.116,0.08,2014
2011,0.1,0.128,0.132,0.094,0.082,2014
2011,0.12,0.128,0.132,0.101,0.082,2014
2011,0.14,0.128,0.132,0.108,0.082,2014
2011,0.16,0.128,0.132,0.112,0.082,2014
2011,0.18,0.128,0.132,0.112,0.082,2014
2012,0.1,0.173,0.179,0.121,0.109,2014
2012,0.12,0.173,0.179,0.132,0.109,2014
2012,0.14,0.173,0.179,0.144,0.109,2014
2012,0.16,0.173,0.179,0.149,0.109,2014
2012,0.18,0.173,0.179,0.148,0.109,2014
2013,0.1,0.187,0.196,0.138,0.117,2014
2013,0.12,0.187,0.196,0.146,0.117,2014
2013,0.14,0.187,0.196,0.159,0.117,2014
2013,0.16,0.187,0.196,0.163,0.117,2014
2013,0.18,0.187,0.196,0.168,0.117,2014
1990,0.1,0.07,0.071,0.061,0.056,2015
1990,0.12,0.07,0.071,0.065,0.056,2015
1990,0.14,0.07,0.071,0.069,0.056,2015
1990,0.16,0.07,0.071,0.069,0.056,2015
1990,0.18,0.07,0.071,0.065,0.056,2015
1991,0.1,0.076,0.078,0.069,0.06,2015
1991,0.12,0.076,0.078,0.07,0.06,2015
1991,0.14,0.076,0.078,0.075,0.06,2015
1991,0.16,0.076,0.078,0.075,0.06,2015
1991,0.18,0.076,0.078,0.075,0.06,2015
1992,0.1,0.068,0.07,0.059,0.055,2015
1992,0.12,0.068,0.07,0.065,0.055,2015
1992,0.14,0.068,0.07,0.068,0.055,2015
1992,0.16,0.068,0.07,0.071,0.055,2015
1992,0.18,0.068,0.07,0.071,0.055,2015
1993,0.1,0.07,0.071,0.064,0.056,2015
1993,0.12,0.07,0.071,0.065,0.056,2015
1993,0.14,0.07,0.071,0.069,0.056,2015
1993,0.16,0.07,0.071,0.074,0.056,2015
1993,0.18,0.07,0.071,0.064,0.056,2015
1994,0.1,0.07,0.071,0.06,0.056,2015
1994,0.12,0.07,0.071,0.066,0.056,2015
1994,0.14,0.07,0.071,0.068,0.056,2015
1994,0.16,0.07,0.071,0.069,0.056,2015
1994,0.18,0.07,0.071,0.069,0.056,2015
1995,0.1,0.074,0.076,0.064,0.059,2015
1995,0.12,0.074,0.076,0.069,0.059,2015
1995,0.14,0.074,0.076,0.073,0.059,2015
1995,0.16,0.074,0.076,0.073,0.059,2015
1995,0.18,0.074,0.076,0.073,0.059,2015
1996,0.1,0.061,0.063,0.052,0.051,2015
1996,0.12,0.061,0.063,0.057,0.051,2015
1996,0.14,0.061,0.063,0.061,0.051,2015
1996,0.16,0.061,0.063,0.061,0.051,2015
1996,0.18,0.061,0.063,0.066,0.051,2015
1997,0.1,0.055,0.057,0.045,0.046,2015
1997,0.12,0.055,0.057,0.052,0.046,2015
1997,0.14,0.055,0.057,0.055,0.046,2015
1997,0.16,0.055,0.057,0.057,0.046,2015
1997,0.18,0.055,0.057,0.054,0.046,2015
1998,0.1,0.042,0.044,0.033,0.035,2015
1998,0.12,0.042,0.044,0.04,0.035,2015
1998,0.14,0.042,0.044,0.045,0.035,2015
1998,0.16,0.042,0.044,0.042,0.035,2015
1998,0.18,0.042,0.044,0.046,0.035,2015
1999,0.1,0.03,0.033,0.028,0.029,2015
1999,0.12,0.03,0.033,0.029,0.029,2015
1999,0.14,0.03,0.033,0.031,0.029,2015
1999,0.16,0.03,0.033,0.037,0.029,2015
1999,0.18,0.03,0.033,0.03,0.029,2015
2000,0.1,0.021,0.024,0.019,0.026,2015
2000,0.12,0.021,0.024,0.023,0.026,2015
2000,0.14,0.021,0.024,0.029,0.026,2015
2000,0.16,0.021,0.024,0.023,0.026,2015
2000,0.18,0.021,0.024,0.023,0.026,2015
2001,0.1,0.032,0.034,0.024,0.028,2015
2001,0.12,0.032,0.034,0.031,0.028,2015
2001,0.14,0.032,0.034,0.031,0.028,2015
2001,0.16,0.032,0.034,0.029,0.028,2015
2001,0.18,0.032,0.034,0.033,0.028,2015
2002,0.1,0.042,0.045,0.033,0.036,2015
2002,0.12,0.042,0.045,0.044,0.036,2015
2002,0.14,0.042,0.045,0.039,0.036,2015
2002,0.16,0.042,0.045,0.041,0.036,2015
2002,0.18,0.042,0.045,0.043,0.036,2015
2003,0.1,0.064,0.068,0.05,0.048,2015
2003,0.12,0.064,0.068,0.053,0.048,2015
2003,0.14,0.064,0.068,0.059,0.048,2015
2003,0.16,0.064,0.068,0.06,0.048,2015
2003,0.18,0.064,0.068,0.067,0.048,2015
2004,0.1,0.052,0.056,0.041,0.041,2015
2004,0.12,0.052,0.056,0.049,0.041,2015
2004,0.14,0.052,0.056,0.05,0.041,2015
2004,0.16,0.052,0.056,0.051,0.041,2015
2004,0.18,0.052,0.056,0.055,0.041,2015
2005,0.1,0.049,0.053,0.037,0.04,2015
2005,0.12,0.049,0.053,0.045,0.04,2015
2005,0.14,0.049,0.053,0.05,0.04,2015
2005,0.16,0.049,0.053,0.05,0.04,2015
2005,0.18,0.049,0.053,0.046,0.04,2015
2006,0.1,0.049,0.053,0.04,0.038,2015
2006,0.12,0.049,0.053,0.052,0.038,2015
2006,0.14,0.049,0.053,0.049,0.038,2015
2006,0.16,0.049,0.053,0.048,0.038,2015
2006,0.18,0.049,0.053,0.056,0.038,2015
2007,0.1,0.042,0.046,0.034,0.035,2015
2007,0.12,0.042,0.046,0.046,0.035,2015
2007,0.14,0.042,0.046,0.038,0.035,2015
2007,0.16,0.042,0.046,0.043,0.035,2015
2007,0.18,0.042,0.046,0.038,0.035,2015
2008,0.1,0.044,0.049,0.035,0.036,2015
2008,0.12,0.044,0.049,0.041,0.036,2015
2008,0.14,0.044,0.049,0.049,0.036,2015
2008,0.16,0.044,0.049,0.048,0.036,2015
2008,0.18,0.044,0.049,0.046,0.036,2015
2009,0.1,0.119,0.125,0.078,0.076,2015
2009,0.12,0.119,0.125,0.091,0.076,2015
2009,0.14,0.119,0.125,0.095,0.076,2015
2009,0.16,0.119,0.125,0.098,0.076,2015
2009,0.18,0.119,0.125,0.101,0.076,2015
2010,0.1,0.103,0.111,0.077,0.066,2015
2010,0.12,0.103,0.111,0.083,0.066,2015
2010,0.14,0.103,0.111,0.089,0.066,2015
2010,0.16,0.103,0.111,0.091,0.066,2015
2010,0.18,0.103,0.111,0.091,0.066,2015
2011,0.1,0.1,0.108,0.073,0.064,2015
2011,0.12,0.1,0.108,0.079,0.064,2015
2011,0.14,0.1,0.108,0.078,0.064,2015
2011,0.16,0.1,0.108,0.087,0.064,2015
2011,0.18,0.1,0.108,0.087,0.064,2015
2012,0.1,0.125,0.136,0.087,0.08,2015
2012,0.12,0.125,0.136,0.095,0.08,2015
2012,0.14,0.125,0.136,0.1,0.08,2015
2012,0.16,0.125,0.136,0.107,0.08,2015
2012,0.18,0.125,0.136,0.107,0.08,2015
2013,0.1,0.118,0.133,0.082,0.075,2015
2013,0.12,0.118,0.133,0.092,0.075,2015
2013,0.14,0.118,0.133,0.092,0.075,2015
2013,0.16,0.118,0.133,0.103,0.075,2015
2013,0.18,0.118,0.133,0.106,0.075,2015
2014,0.1,0.056,0.077,0.032,0.035,2015
2014,0.12,0.056,0.077,0.034,0.035,2015
2014,0.14,0.056,0.077,0.038,0.035,2015
2014,0.16,0.056,0.077,0.041,0.035,2015
2014,0.18,0.056,0.077,0.042,0.035,2015
1990,0.1,0.07,0.071,0.062,0.056,2016
1990,0.12,0.07,0.071,0.067,0.056,2016
1990,0.14,0.07,0.071,0.07,0.056,2016
1990,0.16,0.07,0.071,0.07,0.056,2016
1990,0.18,0.07,0.071,0.066,0.056,2016
1991,0.1,0.077,0.077,0.07,0.061,2016
1991,0.12,0.077,0.077,0.071,0.061,2016
1991,0.14,0.077,0.077,0.076,0.061,2016
1991,0.16,0.077,0.077,0.076,0.061,2016
1991,0.18,0.077,0.077,0.075,0.061,2016
1992,0.1,0.069,0.07,0.061,0.055,2016
1992,0.12,0.069,0.07,0.067,0.055,2016
1992,0.14,0.069,0.07,0.069,0.055,2016
1992,0.16,0.069,0.07,0.071,0.055,2016
1992,0.18,0.069,0.07,0.071,0.055,2016
1993,0.1,0.071,0.071,0.064,0.056,2016
1993,0.12,0.071,0.071,0.067,0.056,2016
1993,0.14,0.071,0.071,0.071,0.056,2016
1993,0.16,0.071,0.071,0.074,0.056,2016
1993,0.18,0.071,0.071,0.066,0.056,2016
1994,0.1,0.071,0.071,0.062,0.056,2016
1994,0.12,0.071,0.071,0.068,0.056,2016
1994,0.14,0.071,0.071,0.068,0.056,2016
1994,0.16,0.071,0.071,0.069,0.056,2016
1994,0.18,0.071,0.071,0.07,0.056,2016
1995,0.1,0.075,0.075,0.066,0.059,2016
1995,0.12,0.075,0.075,0.069,0.059,2016
1995,0.14,0.075,0.075,0.073,0.059,2016
1995,0.16,0.075,0.075,0.074,0.059,2016
1995,0.18,0.075,0.075,0.073,0.059,2016
1996,0.1,0.063,0.064,0.055,0.051,2016
1996,0.12,0.063,0.064,0.058,0.051,2016
1996,0.14,0.063,0.064,0.063,0.051,2016
1996,0.16,0.063,0.064,0.063,0.051,2016
1996,0.18,0.063,0.064,0.067,0.051,2016
1997,0.1,0.057,0.058,0.048,0.046,2016
1997,0.12,0.057,0.058,0.054,0.046,2016
1997,0.14,0.057,0.058,0.057,0.046,2016
1997,0.16,0.057,0.058,0.059,0.046,2016
1997,0.18,0.057,0.058,0.056,0.046,2016
1998,0.1,0.045,0.046,0.037,0.036,2016
1998,0.12,0.045,0.046,0.042,0.036,2016
1998,0.14,0.045,0.046,0.046,0.036,2016
1998,0.16,0.045,0.046,0.044,0.036,2016
1998,0.18,0.045,0.046,0.048,0.036,2016
1999,0.1,0.034,0.035,0.03,0.031,2016
1999,0.12,0.034,0.035,0.032,0.031,2016
1999,0.14,0.034,0.035,0.033,0.031,2016
1999,0.16,0.034,0.035,0.038,0.031,2016
1999,0.18,0.034,0.035,0.033,0.031,2016
2000,0.1,0.026,0.027,0.024,0.028,2016
2000,0.12,0.026,0.027,0.027,0.028,2016
2000,0.14,0.026,0.027,0.032,0.028,2016
2000,0.16,0.026,0.027,0.027,0.028,2016
2000,0.18,0.026,0.027,0.026,0.028,2016
2001,0.1,0.035,0.036,0.029,0.03,2016
2001,0.12,0.035,0.036,0.035,0.03,2016
2001,0.14,0.035,0.036,0.034,0.03,2016
2001,0.16,0.035,0.036,0.032,0.03,2016
2001,0.18,0.035,0.036,0.036,0.03,2016
2002,0.1,0.045,0.046,0.038,0.038,2016
2002,0.12,0.045,0.046,0.048,0.038,2016
2002,0.14,0.045,0.046,0.043,0.038,2016
2002,0.16,0.045,0.046,0.043,0.038,2016
2002,0.18,0.045,0.046,0.046,0.038,2016
2003,0.1,0.066,0.068,0.052,0.049,2016
2003,0.12,0.066,0.068,0.057,0.049,2016
2003,0.14,0.066,0.068,0.062,0.049,2016
2003,0.16,0.066,0.068,0.063,0.049,2016
2003,0.18,0.066,0.068,0.068,0.049,2016
2004,0.1,0.056,0.057,0.044,0.042,2016
2004,0.12,0.056,0.057,0.053,0.042,2016
2004,0.14,0.056,0.057,0.052,0.042,2016
2004,0.16,0.056,0.057,0.053,0.042,2016
2004,0.18,0.056,0.057,0.058,0.042,2016
2005,0.1,0.053,0.054,0.04,0.042,2016
2005,0.12,0.053,0.054,0.047,0.042,2016
2005,0.14,0.053,0.054,0.052,0.042,2016
2005,0.16,0.053,0.054,0.054,0.042,2016
2005,0.18,0.053,0.054,0.049,0.042,2016
2006,0.1,0.053,0.054,0.046,0.041,2016
2006,0.12,0.053,0.054,0.056,0.041,2016
2006,0.14,0.053,0.054,0.051,0.041,2016
2006,0.16,0.053,0.054,0.052,0.041,2016
2006,0.18,0.053,0.054,0.057,0.041,2016
2007,0.1,0.047,0.048,0.041,0.038,2016
2007,0.12,0.047,0.048,0.051,0.038,2016
2007,0.14,0.047,0.048,0.042,0.038,2016
2007,0.16,0.047,0.048,0.048,0.038,2016
2007,0.18,0.047,0.048,0.043,0.038,2016
2008,0.1,0.05,0.051,0.039,0.039,2016
2008,0.12,0.05,0.051,0.047,0.039,2016
2008,0.14,0.05,0.051,0.051,0.039,2016
2008,0.16,0.05,0.051,0.053,0.039,2016
2008,0.18,0.05,0.051,0.05,0.039,2016
2009,0.1,0.116,0.118,0.078,0.075,2016
2009,0.12,0.116,0.118,0.09,0.075,2016
2009,0.14,0.116,0.118,0.097,0.075,2016
2009,0.16,0.116,0.118,0.097,0.075,2016
2009,0.18,0.116,0.118,0.102,0.075,2016
2010,0.1,0.102,0.105,0.077,0.065,2016
2010,0.12,0.102,0.105,0.082,0.065,2016
2010,0.14,0.102,0.105,0.088,0.065,2016
2010,0.16,0.102,0.105,0.092,0.065,2016
2010,0.18,0.102,0.105,0.093,0.065,2016
2011,0.1,0.099,0.102,0.073,0.063,2016
2011,0.12,0.099,0.102,0.079,0.063,2016
2011,0.14,0.099,0.102,0.082,0.063,2016
2011,0.16,0.099,0.102,0.086,0.063,2016
2011,0.18,0.099,0.102,0.089,0.063,2016
2012,0.1,0.119,0.122,0.085,0.076,2016
2012,0.12,0.119,0.122,0.092,0.076,2016
2012,0.14,0.119,0.122,0.101,0.076,2016
2012,0.16,0.119,0.122,0.103,0.076,2016
2012,0.18,0.119,0.122,0.106,0.076,2016
2013,0.1,0.113,0.117,0.088,0.073,2016
2013,0.12,0.113,0.117,0.088,0.073,2016
2013,0.14,0.113,0.117,0.095,0.073,2016
2013,0.16,0.113,0.117,0.098,0.073,2016
2013,0.18,0.113,0.117,0.104,0.073,2016
2014,0.1,0.069,0.074,0.044,0.044,2016
2014,0.12,0.069,0.074,0.047,0.044,2016
2014,0.14,0.069,0.074,0.058,0.044,2016
2014,0.16,0.069,0.074,0.06,0.044,2016
2014,0.18,0.069,0.074,0.061,0.044,2016
2015,0.1,0.043,0.051,0.007,0.033,2016
2015,0.12,0.043,0.051,0.012,0.033,2016
2015,0.14,0.043,0.051,0.027,0.033,2016
2015,0.16,0.043,0.051,0.029,0.033,2016
2015,0.18,0.043,0.051,0.031,0.033,2016
1990,0.1,0.075,0.075,0.067,0.059,2017
1990,0.12,0.075,0.075,0.071,0.059,2017
1990,0.14,0.075,0.075,0.073,0.059,2017
1990,0.16,0.075,0.075,0.074,0.059,2017
1990,0.18,0.075,0.075,0.071,0.059,2017
1991,0.1,0.081,0.081,0.074,0.063,2017
1991,0.12,0.081,0.081,0.076,0.063,2017
1991,0.14,0.081,0.081,0.079,0.063,2017
1991,0.16,0.081,0.081,0.08,0.063,2017
1991,0.18,0.081,0.081,0.079,0.063,2017
1992,0.1,0.074,0.074,0.066,0.058,2017
1992,0.12,0.074,0.074,0.071,0.058,2017
1992,0.14,0.074,0.074,0.072,0.058,2017
1992,0.16,0.074,0.074,0.075,0.058,2017
1992,0.18,0.074,0.074,0.075,0.058,2017
1993,0.1,0.075,0.076,0.069,0.059,2017
1993,0.12,0.075,0.076,0.071,0.059,2017
1993,0.14,0.075,0.076,0.075,0.059,2017
1993,0.16,0.075,0.076,0.077,0.059,2017
1993,0.18,0.075,0.076,0.071,0.059,2017
1994,0.1,0.076,0.076,0.067,0.059,2017
1994,0.12,0.076,0.076,0.072,0.059,2017
1994,0.14,0.076,0.076,0.073,0.059,2017
1994,0.16,0.076,0.076,0.074,0.059,2017
1994,0.18,0.076,0.076,0.075,0.059,2017
1995,0.1,0.08,0.08,0.071,0.062,2017
1995,0.12,0.08,0.08,0.075,0.062,2017
1995,0.14,0.08,0.08,0.078,0.062,2017
1995,0.16,0.08,0.08,0.079,0.062,2017
1995,0.18,0.08,0.08,0.078,0.062,2017
1996,0.1,0.069,0.069,0.06,0.054,2017
1996,0.12,0.069,0.069,0.064,0.054,2017
1996,0.14,0.069,0.069,0.067,0.054,2017
1996,0.16,0.069,0.069,0.068,0.054,2017
1996,0.18,0.069,0.069,0.072,0.054,2017
1997,0.1,0.063,0.064,0.055,0.05,2017
1997,0.12,0.063,0.064,0.06,0.05,2017
1997,0.14,0.063,0.064,0.063,0.05,2017
1997,0.16,0.063,0.064,0.064,0.05,2017
1997,0.18,0.063,0.064,0.062,0.05,2017
1998,0.1,0.052,0.052,0.044,0.041,2017
1998,0.12,0.052,0.052,0.049,0.041,2017
1998,0.14,0.052,0.052,0.053,0.041,2017
1998,0.16,0.052,0.052,0.05,0.041,2017
1998,0.18,0.052,0.052,0.054,0.041,2017
1999,0.1,0.042,0.042,0.037,0.036,2017
1999,0.12,0.042,0.042,0.039,0.036,2017
1999,0.14,0.042,0.042,0.041,0.036,2017
1999,0.16,0.042,0.042,0.045,0.036,2017
1999,0.18,0.042,0.042,0.041,0.036,2017
2000,0.1,0.034,0.035,0.031,0.033,2017
2000,0.12,0.034,0.035,0.034,0.033,2017
2000,0.14,0.034,0.035,0.038,0.033,2017
2000,0.16,0.034,0.035,0.035,0.033,2017
2000,0.18,0.034,0.035,0.034,0.033,2017
2001,0.1,0.044,0.045,0.037,0.036,2017
2001,0.12,0.044,0.045,0.042,0.036,2017
2001,0.14,0.044,0.045,0.043,0.036,2017
2001,0.16,0.044,0.045,0.041,0.036,2017
2001,0.18,0.044,0.045,0.044,0.036,2017
2002,0.1,0.054,0.054,0.046,0.043,2017
2002,0.12,0.054,0.054,0.054,0.043,2017
2002,0.14,0.054,0.054,0.05,0.043,2017
2002,0.16,0.054,0.054,0.052,0.043,2017
2002,0.18,0.054,0.054,0.054,0.043,2017
2003,0.1,0.075,0.075,0.061,0.055,2017
2003,0.12,0.075,0.075,0.064,0.055,2017
2003,0.14,0.075,0.075,0.07,0.055,2017
2003,0.16,0.075,0.075,0.071,0.055,2017
2003,0.18,0.075,0.075,0.075,0.055,2017
2004,0.1,0.065,0.065,0.055,0.048,2017
2004,0.12,0.065,0.065,0.061,0.048,2017
2004,0.14,0.065,0.065,0.062,0.048,2017
2004,0.16,0.065,0.065,0.062,0.048,2017
2004,0.18,0.065,0.065,0.066,0.048,2017
2005,0.1,0.063,0.064,0.051,0.048,2017
2005,0.12,0.063,0.064,0.058,0.048,2017
2005,0.14,0.063,0.064,0.062,0.048,2017
2005,0.16,0.063,0.064,0.063,0.048,2017
2005,0.18,0.063,0.064,0.06,0.048,2017
2006,0.1,0.064,0.065,0.056,0.047,2017
2006,0.12,0.064,0.065,0.064,0.047,2017
2006,0.14,0.064,0.065,0.062,0.047,2017
2006,0.16,0.064,0.065,0.063,0.047,2017
2006,0.18,0.064,0.065,0.067,0.047,2017
2007,0.1,0.059,0.06,0.051,0.045,2017
2007,0.12,0.059,0.06,0.06,0.045,2017
2007,0.14,0.059,0.06,0.055,0.045,2017
2007,0.16,0.059,0.06,0.059,0.045,2017
2007,0.18,0.059,0.06,0.056,0.045,2017
2008,0.1,0.063,0.064,0.051,0.047,2017
2008,0.12,0.063,0.064,0.058,0.047,2017
2008,0.14,0.063,0.064,0.064,0.047,2017
2008,0.16,0.063,0.064,0.065,0.047,2017
2008,0.18,0.063,0.064,0.063,0.047,2017
2009,0.1,0.124,0.125,0.092,0.08,2017
2009,0.12,0.124,0.125,0.104,0.08,2017
2009,0.14,0.124,0.125,0.107,0.08,2017
2009,0.16,0.124,0.125,0.11,0.08,2017
2009,0.18,0.124,0.125,0.113,0.08,2017
2010,0.1,0.113,0.114,0.091,0.073,2017
2010,0.12,0.113,0.114,0.097,0.073,2017
2010,0.14,0.113,0.114,0.102,0.073,2017
2010,0.16,0.113,0.114,0.104,0.073,2017
2010,0.18,0.113,0.114,0.105,0.073,2017
2011,0.1,0.112,0.113,0.091,0.072,2017
2011,0.12,0.112,0.113,0.096,0.072,2017
2011,0.14,0.112,0.113,0.097,0.072,2017
2011,0.16,0.112,0.113,0.102,0.072,2017
2011,0.18,0.112,0.113,0.103,0.072,2017
2012,0.1,0.131,0.132,0.105,0.084,2017
2012,0.12,0.131,0.132,0.11,0.084,2017
2012,0.14,0.131,0.132,0.117,0.084,2017
2012,0.16,0.131,0.132,0.119,0.084,2017
2012,0.18,0.131,0.132,0.12,0.084,2017
2013,0.1,0.128,0.13,0.104,0.082,2017
2013,0.12,0.128,0.13,0.11,0.082,2017
2013,0.14,0.128,0.13,0.114,0.082,2017
2013,0.16,0.128,0.13,0.117,0.082,2017
2013,0.18,0.128,0.13,0.121,0.082,2017
2014,0.1,0.099,0.101,0.074,0.064,2017
2014,0.12,0.099,0.101,0.082,0.064,2017
2014,0.14,0.099,0.101,0.085,0.064,2017
2014,0.16,0.099,0.101,0.091,0.064,2017
2014,0.18,0.099,0.101,0.092,0.064,2017
2015,0.1,0.091,0.094,0.066,0.062,2017
2015,0.12,0.091,0.094,0.07,0.062,2017
2015,0.14,0.091,0.094,0.074,0.062,2017
2015,0.16,0.091,0.094,0.079,0.062,2017
2015,0.18,0.091,0.094,0.081,0.062,2017
2016,0.1,0.154,0.157,0.104,0.096,2017
2016,0.12,0.154,0.157,0.119,0.096,2017
2016,0.14,0.154,0.157,0.125,0.096,2017
2016,0.16,0.154,0.157,0.127,0.096,2017
2016,0.18,0.154,0.157,0.135,0.096,2017
1990,0.1,0.07,0.075,0.061,0.056,2018
1990,0.12,0.07,0.075,0.065,0.056,2018
1990,0.14,0.07,0.075,0.068,0.056,2018
1990,0.16,0.07,0.075,0.069,0.056,2018
1990,0.18,0.07,0.075,0.066,0.056,2018
1991,0.1,0.075,0.081,0.069,0.059,2018
1991,0.12,0.075,0.081,0.07,0.059,2018
1991,0.14,0.075,0.081,0.074,0.059,2018
1991,0.16,0.075,0.081,0.074,0.059,2018
1991,0.18,0.075,0.081,0.074,0.059,2018
1992,0.1,0.069,0.075,0.06,0.055,2018
